class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0.5,0.294444,0.361446,0.654167,480,60,60,106,254
1tq1,0.420833,0.5,0.457014,0.460417,480,101,139,120,120
2tq2,0,0.258333,0,0.55625,480,0,120,93,267
overall,,,,0.335417,480,161,319,,
