class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,1,0.191667,0.634921,0.85625,480,120,0,69,291
1tq1,0.7125,0.0583333,0.924324,0.827083,480,171,69,14,226
2tq2,0.883333,0,1,0.970833,480,106,14,0,360
overall,,,,0.827083,480,397,83,,
