class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0.0389972,0.00833333,0.608696,0.753996,1439,14,345,9,1071
1tq1,0.623611,0.531293,0.540313,0.546213,1439,449,271,382,337
2tq2,0.652778,0.324374,0.401709,0.66991,1439,235,125,350,729
overall,,,,0.485059,1439,698,741,,
