class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0.0891365,0.0037037,0.888889,0.769979,1439,32,327,4,1076
1tq1,0.994444,0.835883,0.54366,0.579569,1439,716,4,601,118
2tq2,0.238889,0,1,0.80959,1439,86,274,0,1079
overall,,,,0.579569,1439,834,605,,
