class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0.52514,0.316667,0.248021,0.65709,2158,188,170,570,1230
1tq1,0.283333,0.0764951,0.649682,0.709917,2158,204,516,110,1328
2tq2,0.186111,0.0205784,0.644231,0.847081,2158,67,293,37,1761
3pst,0.6125,0.376217,0.449084,0.620019,2158,441,279,541,897
overall,,,,0.417053,2158,900,1258,,
