class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0.393602,0.0872465,0.474037,0.826308,4318,283,436,314,3285
1tq1,0.788742,0.228899,0.632664,0.77698,4318,1135,304,659,2220
2tq2,0.604167,0.117565,0.506993,0.836035,4318,435,285,423,3175
3pst,0.6625,0.0399583,0.892423,0.860815,4318,954,486,115,2763
overall,,,,0.650069,4318,2807,1511,,
