class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0.758333,0.0805556,0.758333,0.879167,480,91,29,29,331
1tq1,0.4,0.0125,0.969697,0.69375,480,96,144,3,237
2tq2,0.975,0.4,0.448276,0.69375,480,117,3,144,216
overall,,,,0.633333,480,304,176,,
