class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0,0,0,0.834492,719,0,119,0,600
1tq1,0.958333,0.822547,0.36859,0.438108,719,230,10,394,85
2tq2,0.075,0.0116861,0.5625,0.835883,719,9,111,7,592
3pst,0.258333,0.0354906,0.78481,0.72879,719,62,178,17,462
overall,,,,0.418637,719,301,418,,
