class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0.560501,0.168658,0.39901,0.786244,4318,403,316,607,2992
1tq1,0.319666,0.00416811,0.974576,0.770496,4318,460,979,12,2867
2tq2,0.677778,0.260145,0.342697,0.729504,4318,488,232,936,2662
3pst,0.755556,0.112578,0.770538,0.843446,4318,1088,352,324,2554
overall,,,,0.564845,4318,2439,1879,,
