class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0.504202,0.09,0.526316,0.842837,719,60,59,54,546
1tq1,0.483333,0.100209,0.707317,0.760779,719,116,124,48,431
2tq2,0.6,0.0601002,0.666667,0.883171,719,72,48,36,563
3pst,0.770833,0.308977,0.555556,0.717663,719,185,55,148,331
overall,,,,0.602225,719,433,286,,
