class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0.446927,0.0666667,0.571429,0.852641,2158,160,198,120,1680
1tq1,0.668056,0.194715,0.632063,0.7595,2158,481,239,280,1158
2tq2,0.561111,0.211902,0.346484,0.750232,2158,202,158,381,1417
3pst,0.575,0.0834492,0.775281,0.802595,2158,414,306,120,1318
overall,,,,0.582484,2158,1257,901,,
