class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0.5,0.075,0.571429,0.854167,720,60,60,45,555
1tq1,0.516667,0.127083,0.67027,0.754167,720,124,116,61,419
2tq2,0.5,0.03,0.769231,0.891667,720,60,60,18,582
3pst,0.908333,0.279167,0.619318,0.783333,720,218,22,134,346
overall,,,,0.641667,720,462,258,,
