class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0.991667,0.419444,0.440741,0.683333,480,119,1,151,209
1tq1,0.370833,0.5,0.425837,0.435417,480,89,151,120,120
2tq2,0,0.00277778,0,0.747917,480,0,120,1,359
overall,,,,0.433333,480,208,272,,
