class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0.5,0.01,0.909091,0.908333,720,60,60,6,594
1tq1,0.979167,0.820833,0.373609,0.445833,720,235,5,394,86
2tq2,0.208333,0,1,0.868056,720,25,95,0,600
3pst,0,0,0,0.666667,720,0,240,0,480
overall,,,,0.444444,720,320,400,,
