class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0,0,0,0.75,480,0,120,0,360
1tq1,0.966667,0.620833,0.608924,0.672917,480,232,8,149,91
2tq2,0.758333,0.0222222,0.919192,0.922917,480,91,29,8,352
overall,,,,0.672917,480,323,157,,
