class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0.558333,0.111111,0.626168,0.80625,480,67,53,40,320
1tq1,0.833333,0.4875,0.630915,0.672917,480,200,40,117,123
2tq2,0.466667,0,1,0.866667,480,56,64,0,360
overall,,,,0.672917,480,323,157,,
