class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0.5,0.155556,0.517241,0.758333,480,60,60,56,304
1tq1,0.729167,0.554167,0.568182,0.5875,480,175,65,133,107
2tq2,0,0.155556,0,0.633333,480,0,120,56,304
overall,,,,0.489583,480,235,245,,
