class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0.910615,0.696111,0.20646,0.404541,2158,326,32,1253,547
1tq1,0.108333,0.111266,0.327731,0.62836,2158,78,642,160,1278
2tq2,0.238889,0.096218,0.332046,0.792864,2158,86,274,173,1625
3pst,0.101389,0.00625869,0.890244,0.696015,2158,73,647,9,1429
overall,,,,0.26089,2158,563,1595,,
