class,TPR,FPR,PPV,ACC,total_images,TP,FN,FP,TN
0pre,0.269819,0.0102806,0.839827,0.869847,4318,194,525,37,3562
1tq1,0.919388,0.402918,0.532823,0.704493,4318,1323,116,1160,1719
2tq2,0.411111,0.0869928,0.486043,0.829319,4318,296,424,313,3285
3pst,0.500694,0.095205,0.724623,0.770032,4318,721,719,274,2604
overall,,,,0.586846,4318,2534,1784,,
